
--- Batch Run Started ---
ImageName;Quaternion(w;x;y;z);ExecutionTime_s
Stellarium_test_image_225p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7537;-0.6572;-0.0003);1.9070
Stellarium_test_image_240p00000_0p00000.png001.png;quaternioncoord(0.0974;0.4346;0.5581;-0.7001);1.5426
Stellarium_test_image_240p00000_30p00000.png001.png;quaternioncoord(-0.1995;-0.3431;-0.3641;0.8426);1.8135
Stellarium_test_image_240p00000_60p00000.png001.png;quaternioncoord(0.4284;0.2155;0.1439;-0.8657);0.8756
Stellarium_test_image_240p00000_90p00000.png001.png;quaternioncoord(-0.6673;-0.0000;-0.0003;0.7448);1.7266
Stellarium_test_image_240p00000_m30p00000.png001.png;quaternioncoord(-0.0560;-0.5142;-0.6970;0.4966);0.8222
Stellarium_test_image_240p00000_m60p00000.png001.png;quaternioncoord(-0.0435;-0.6167;-0.7436;0.2548);1.1557
Stellarium_test_image_240p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7537;-0.6572;-0.0003);1.9002
Stellarium_test_image_255p00000_0p00000.png001.png;quaternioncoord(0.1944;0.3638;0.6066;-0.6796);1.6229
Stellarium_test_image_255p00000_30p00000.png001.png;quaternioncoord(0.2859;0.2817;0.4135;-0.8173);1.4015
Stellarium_test_image_255p00000_60p00000.png001.png;quaternioncoord(-0.4554;-0.1770;-0.1893;0.8517);1.6616
Stellarium_test_image_255p00000_90p00000.png001.png;quaternioncoord(-0.6674;-0.0000;-0.0003;0.7447);1.7184
Stellarium_test_image_255p00000_m30p00000.png001.png;quaternioncoord(-0.1451;-0.4573;-0.7356;0.4782);1.2992
Stellarium_test_image_255p00000_m60p00000.png001.png;quaternioncoord(0.0988;0.5872;0.7671;-0.2389);0.9170
Stellarium_test_image_270p00000_0p00000.png001.png;quaternioncoord(0.2792;0.2793;0.6499;-0.6494);1.5396
Stellarium_test_image_270p00000_30p00000.png001.png;quaternioncoord(0.3595;0.2076;0.4552;-0.7877);1.3973
Stellarium_test_image_270p00000_60p00000.png001.png;quaternioncoord(-0.4868;-0.1305;-0.2239;0.8342);1.0543
Stellarium_test_image_270p00000_90p00000.png001.png;quaternioncoord(-0.6674;0.0000;-0.0003;0.7447);1.7085
Stellarium_test_image_270p00000_m30p00000.png001.png;quaternioncoord(0.2243;0.3886;0.7741;-0.4465);1.3291
Stellarium_test_image_270p00000_m60p00000.png001.png;quaternioncoord(0.1495;0.5581;0.7885;-0.2109);0.9937
Stellarium_test_image_285p00000_0p00000.png001.png;quaternioncoord(0.3536;0.1831;0.6832;-0.6121);1.9375
Stellarium_test_image_285p00000_30p00000.png001.png;quaternioncoord(0.4213;0.1220;0.4852;-0.7564);1.3776
Stellarium_test_image_285p00000_60p00000.png001.png;quaternioncoord(-0.5189;-0.0779;-0.2472;0.8146);1.2307
Stellarium_test_image_285p00000_90p00000.png001.png;quaternioncoord(0.6675;0.0000;0.0003;-0.7446);1.7653
Stellarium_test_image_285p00000_m30p00000.png001.png;quaternioncoord(-0.2920;-0.3068;-0.8101;0.4055);1.4142
Stellarium_test_image_285p00000_m60p00000.png001.png;quaternioncoord(-0.1937;-0.5325;-0.8060;0.1713);2.5661
Stellarium_test_image_300p00000_0p00000.png001.png;quaternioncoord(-0.3980;-0.0527;-0.7054;0.5842);1.1446
Stellarium_test_image_300p00000_30p00000.png001.png;quaternioncoord(0.4717;0.0264;0.4997;-0.7260);1.3920
Stellarium_test_image_300p00000_60p00000.png001.png;quaternioncoord(0.5499;0.0213;0.2583;-0.7940);1.2543
Stellarium_test_image_300p00000_90p00000.png001.png;quaternioncoord(0.6676;0.0000;0.0003;-0.7445);1.7033
Stellarium_test_image_300p00000_m30p00000.png001.png;quaternioncoord(-0.3469;-0.2088;-0.8407;0.3597);1.1540
Stellarium_test_image_300p00000_m60p00000.png001.png;quaternioncoord(-0.2292;-0.5164;-0.8163;0.1199);1.6170
Stellarium_test_image_30p00000_0p00000.png001.png;quaternioncoord(-0.1060;-0.4276;-0.8382;0.3216);1.4522
Stellarium_test_image_30p00000_30p00000.png001.png;quaternioncoord(0.6303;-0.4789;0.1441;-0.5938);1.3100
Stellarium_test_image_30p00000_60p00000.png001.png;quaternioncoord(0.6988;-0.2483;0.0732;-0.6668);1.1556
Stellarium_test_image_30p00000_90p00000.png001.png;quaternioncoord(-0.6663;-0.0000;-0.0003;0.7457);1.7008
Stellarium_test_image_30p00000_m30p00000.png001.png;quaternioncoord(0.6248;-0.5729;-0.0692;-0.5259);1.9674
Stellarium_test_image_30p00000_m60p00000.png001.png;quaternioncoord(0.0226;-0.8756;-0.4077;-0.2581);0.6988
Stellarium_test_image_30p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7546;-0.6562;-0.0003);1.9094
Stellarium_test_image_315p00000_0p00000.png001.png;quaternioncoord(-0.4477;0.0701;-0.7039;0.5470);11.6307
Stellarium_test_image_315p00000_30p00000.png001.png;quaternioncoord(0.5113;-0.0765;0.4944;-0.6987);1.3784
Stellarium_test_image_315p00000_60p00000.png001.png;quaternioncoord(0.5787;-0.0369;0.2565;-0.7732);1.4241
Stellarium_test_image_315p00000_90p00000.png001.png;quaternioncoord(-0.6677;-0.0000;-0.0003;0.7445);1.6841
Stellarium_test_image_315p00000_m30p00000.png001.png;quaternioncoord(0.3867;0.0860;0.8619;-0.3165);1.9826
Stellarium_test_image_315p00000_m60p00000.png001.png;quaternioncoord(-0.2527;-0.5205;-0.8137;0.0553);1.5120
Stellarium_test_image_330p00000_0p00000.png001.png;quaternioncoord(-0.1448;-0.0542;0.7580;-0.6336);1.8190
Stellarium_test_image_330p00000_30p00000.png001.png;quaternioncoord(0.5412;-0.1817;0.4662;-0.6758);1.5004
Stellarium_test_image_330p00000_60p00000.png001.png;quaternioncoord(-0.6052;0.0936;-0.2417;0.7527);1.7266
Stellarium_test_image_330p00000_90p00000.png001.png;quaternioncoord(-0.6677;-0.0000;-0.0003;0.7444);1.6944
Stellarium_test_image_330p00000_m30p00000.png001.png;quaternioncoord(0.2733;0.8122;0.3079;-0.4134);1.6097
Stellarium_test_image_330p00000_m60p00000.png001.png;quaternioncoord(-0.2575;-0.5633;-0.7847;-0.0259);1.2980
Stellarium_test_image_345p00000_0p00000.png001.png;quaternioncoord(-0.0088;-0.7040;-0.6170;0.3518);1.1407
Stellarium_test_image_345p00000_30p00000.png001.png;quaternioncoord(-0.5642;0.2820;-0.4132;0.6568);1.7680
Stellarium_test_image_345p00000_60p00000.png001.png;quaternioncoord(0.6299;-0.1458;0.2142;-0.7322);1.8513
Stellarium_test_image_345p00000_90p00000.png001.png;quaternioncoord(-0.6678;-0.0000;-0.0003;0.7443);1.7124
Stellarium_test_image_345p00000_m30p00000.png001.png;quaternioncoord(-0.6798;0.1185;-0.3171;-0.6506);1.7578
Stellarium_test_image_345p00000_m60p00000.png001.png;quaternioncoord(-0.2278;-0.6630;-0.7024;-0.1232);1.2140
Stellarium_test_image_45p00000_0p00000.png001.png;quaternioncoord(0.5193;-0.7066;0.0282;-0.4799);1.8954
Stellarium_test_image_45p00000_30p00000.png001.png;quaternioncoord(0.6617;-0.4982;0.0424;-0.5587);0.9594
Stellarium_test_image_45p00000_60p00000.png001.png;quaternioncoord(0.7227;-0.2584;0.0159;-0.6408);1.1064
Stellarium_test_image_45p00000_90p00000.png001.png;quaternioncoord(-0.6664;-0.0000;-0.0003;0.7456);1.6814
Stellarium_test_image_45p00000_m30p00000.png001.png;quaternioncoord(-0.3114;0.8606;0.0972;0.3912);1.1009
Stellarium_test_image_45p00000_m60p00000.png001.png;quaternioncoord(0.0896;-0.8774;-0.4038;-0.2430);1.5488
Stellarium_test_image_45p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7545;-0.6563;-0.0003);1.8558
Stellarium_test_image_60p00000_0p00000.png001.png;quaternioncoord(-0.5614;0.7012;0.0912;0.4299);1.1373
Stellarium_test_image_60p00000_30p00000.png001.png;quaternioncoord(-0.6976;0.4970;0.0549;0.5132);1.7168
Stellarium_test_image_60p00000_60p00000.png001.png;quaternioncoord(0.7468;-0.2554;-0.0418;-0.6126);1.2448
Stellarium_test_image_60p00000_90p00000.png001.png;quaternioncoord(-0.6665;-0.0000;-0.0003;0.7455);1.6923
Stellarium_test_image_60p00000_m30p00000.png001.png;quaternioncoord(-0.3639;0.8430;0.1986;0.3428);1.3239
Stellarium_test_image_60p00000_m60p00000.png001.png;quaternioncoord(0.1451;-0.8692;-0.4213;-0.2145);1.4490
Stellarium_test_image_60p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7544;-0.6564;-0.0003);1.8691
Stellarium_test_image_75p00000_0p00000.png001.png;quaternioncoord(-0.6062;0.6799;0.1943;0.3640);1.1822
Stellarium_test_image_75p00000_30p00000.png001.png;quaternioncoord(-0.7359;0.4787;0.1443;0.4566);1.3061
Stellarium_test_image_75p00000_60p00000.png001.png;quaternioncoord(0.7702;-0.2398;-0.0972;-0.5830);1.3906
Stellarium_test_image_75p00000_90p00000.png001.png;quaternioncoord(0.6665;0.0000;0.0003;-0.7455);1.6910
Stellarium_test_image_75p00000_m30p00000.png001.png;quaternioncoord(0.4134;-0.8179;-0.2846;-0.2812);1.4189
Stellarium_test_image_75p00000_m60p00000.png001.png;quaternioncoord(0.1900;-0.8552;-0.4491;-0.1758);1.5824
Stellarium_test_image_90p00000_0p00000.png001.png;quaternioncoord(0.6496;-0.6498;-0.2789;-0.2794);1.2523
Stellarium_test_image_90p00000_30p00000.png001.png;quaternioncoord(0.7743;-0.4471;-0.2237;-0.3880);1.5611
Stellarium_test_image_90p00000_60p00000.png001.png;quaternioncoord(0.7916;-0.2121;-0.1480;-0.5536);1.0068
Stellarium_test_image_90p00000_90p00000.png001.png;quaternioncoord(0.6666;-0.0000;0.0003;-0.7454);1.7012
Stellarium_test_image_90p00000_m30p00000.png001.png;quaternioncoord(0.4551;-0.7886;-0.3580;-0.2070);1.2409
Stellarium_test_image_90p00000_m60p00000.png001.png;quaternioncoord(0.2243;-0.8377;-0.4808;-0.1291);1.3991

--- Batch Run Started ---
ImageName;Quaternion(w;x;y;z);ExecutionTime_s
Stellarium_test_image_0p00000_30p00000.png001.png;quaternioncoord(-0.5830;0.3697;-0.3370;0.6402);1.7357
Stellarium_test_image_0p00000_60p00000.png001.png;quaternioncoord(-0.6522;0.1909;-0.1751;0.7124);1.8369
Stellarium_test_image_0p00000_90p00000.png001.png;quaternioncoord(-0.6662;0.0000;-0.0003;0.7458);1.6656
Stellarium_test_image_0p00000_m30p00000.png001.png;quaternioncoord(-0.2756;0.7222;-0.4781;0.4170);1.4316
Stellarium_test_image_0p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7547;-0.6561;-0.0003);1.8888
Stellarium_test_image_105p00000_0p00000.png001.png;quaternioncoord(0.6830;-0.6125;-0.3534;-0.1832);1.2572
Stellarium_test_image_105p00000_30p00000.png001.png;quaternioncoord(0.0659;-0.5625;-0.7049;0.4270);0.8778
Stellarium_test_image_105p00000_60p00000.png001.png;quaternioncoord(-0.8092;0.1729;0.1923;0.5276);1.4400
Stellarium_test_image_105p00000_90p00000.png001.png;quaternioncoord(-0.6667;0.0000;-0.0003;0.7454);1.6766
Stellarium_test_image_105p00000_m30p00000.png001.png;quaternioncoord(-0.4851;0.7577;0.4195;0.1210);1.9240
Stellarium_test_image_105p00000_m60p00000.png001.png;quaternioncoord(0.2472;-0.8184;-0.5132;-0.0763);1.8199
Stellarium_test_image_120p00000_0p00000.png001.png;quaternioncoord(-0.2695;0.6364;0.6897;0.2164);1.3084
Stellarium_test_image_120p00000_30p00000.png001.png;quaternioncoord(0.1628;0.7157;-0.6622;-0.1507);1.7100
Stellarium_test_image_120p00000_60p00000.png001.png;quaternioncoord(-0.8200;0.1219;0.2280;0.5106);0.7770
Stellarium_test_image_120p00000_90p00000.png001.png;quaternioncoord(-0.6668;0.0000;-0.0003;0.7453);1.7008
Stellarium_test_image_120p00000_m30p00000.png001.png;quaternioncoord(0.4993;-0.7276;-0.4697;-0.0251);1.2555
Stellarium_test_image_120p00000_m60p00000.png001.png;quaternioncoord(0.2579;-0.7981;-0.5442;-0.0196);1.7725
Stellarium_test_image_135p00000_0p00000.png001.png;quaternioncoord(0.7035;-0.5476;-0.4475;0.0705);0.9925
Stellarium_test_image_135p00000_30p00000.png001.png;quaternioncoord(-0.0642;-0.6629;0.7367;0.1169);0.9365
Stellarium_test_image_135p00000_60p00000.png001.png;quaternioncoord(-0.8186;0.0580;0.2519;0.5130);0.6959
Stellarium_test_image_135p00000_90p00000.png001.png;quaternioncoord(-0.6668;-0.0000;-0.0003;0.7452);1.6905
Stellarium_test_image_135p00000_m30p00000.png001.png;quaternioncoord(-0.4937;0.7008;0.5089;-0.0780);1.4691
Stellarium_test_image_135p00000_m60p00000.png001.png;quaternioncoord(0.2557;-0.7776;-0.5731;0.0384);1.9316
Stellarium_test_image_150p00000_0p00000.png001.png;quaternioncoord(0.4795;0.2041;0.4940;0.6960);0.8665
Stellarium_test_image_150p00000_30p00000.png001.png;quaternioncoord(0.0032;-0.5978;-0.6363;0.4876);1.1019
Stellarium_test_image_150p00000_60p00000.png001.png;quaternioncoord(-0.7920;-0.0222;0.2575;0.5531);0.7111
Stellarium_test_image_150p00000_90p00000.png001.png;quaternioncoord(-0.6669;-0.0000;-0.0003;0.7452);1.5566
Stellarium_test_image_150p00000_m30p00000.png001.png;quaternioncoord(-0.4650;0.6782;0.5387;-0.1833);0.7378
Stellarium_test_image_150p00000_m60p00000.png001.png;quaternioncoord(0.2405;-0.7572;-0.5998;0.0951);1.7783
Stellarium_test_image_150p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7541;-0.6568;-0.0003);1.8748
Stellarium_test_image_15p00000_0p00000.png001.png;quaternioncoord(-0.2566;-0.0460;-0.9412;0.2151);1.2328
Stellarium_test_image_15p00000_30p00000.png001.png;quaternioncoord(0.6044;-0.4361;0.2448;-0.6201);1.1421
Stellarium_test_image_15p00000_60p00000.png001.png;quaternioncoord(0.6754;-0.2256;0.1272;-0.6905);1.9608
Stellarium_test_image_15p00000_90p00000.png001.png;quaternioncoord(-0.6663;-0.0000;-0.0003;0.7457);1.6741
Stellarium_test_image_15p00000_m30p00000.png001.png;quaternioncoord(0.1464;0.3402;0.6272;0.6852);1.6863
Stellarium_test_image_15p00000_m60p00000.png001.png;quaternioncoord(0.0583;0.8529;0.4533;0.2525);1.3254
Stellarium_test_image_15p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7547;-0.6561;-0.0003);1.8575
Stellarium_test_image_165p00000_0p00000.png001.png;quaternioncoord(-0.3131;0.0973;-0.5966;-0.7325);1.5136
Stellarium_test_image_165p00000_30p00000.png001.png;quaternioncoord(0.1403;-0.3421;-0.7948;0.4812);1.4008
Stellarium_test_image_165p00000_60p00000.png001.png;quaternioncoord(0.7145;0.1187;-0.2296;-0.6501);0.8397
Stellarium_test_image_165p00000_90p00000.png001.png;quaternioncoord(-0.6670;0.0000;-0.0003;0.7451);1.7519
Stellarium_test_image_165p00000_m30p00000.png001.png;quaternioncoord(0.4116;-0.6594;-0.5616;0.2835);1.7592
Stellarium_test_image_165p00000_m60p00000.png001.png;quaternioncoord(0.2126;-0.7369;-0.6246;0.1471);1.7996
Stellarium_test_image_165p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7540;-0.6568;-0.0003);0.7468
Stellarium_test_image_180p00000_0p00000.png001.png;quaternioncoord(0.4405;-0.5534;-0.4376;0.5552);1.2164
Stellarium_test_image_180p00000_30p00000.png001.png;quaternioncoord(0.4886;-0.4130;-0.2823;0.7148);1.6583
Stellarium_test_image_180p00000_60p00000.png001.png;quaternioncoord(0.5808;0.2069;-0.1552;-0.7718);1.1009
Stellarium_test_image_180p00000_90p00000.png001.png;quaternioncoord(-0.6670;0.0000;-0.0003;0.7450);1.7129
Stellarium_test_image_180p00000_m30p00000.png001.png;quaternioncoord(-0.3356;0.6419;0.5816;-0.3703);1.7475
Stellarium_test_image_180p00000_m60p00000.png001.png;quaternioncoord(0.1735;-0.7163;-0.6482;0.1916);0.9877
Stellarium_test_image_180p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7540;-0.6569;-0.0003);1.9416
Stellarium_test_image_195p00000_0p00000.png001.png;quaternioncoord(-0.9876;-0.0218;-0.1261;0.0911);1.2518
Stellarium_test_image_195p00000_30p00000.png001.png;quaternioncoord(-0.1749;-0.8751;0.4404;0.0978);1.4535
Stellarium_test_image_195p00000_60p00000.png001.png;quaternioncoord(0.4680;0.2512;-0.0622;-0.8450);0.9721
Stellarium_test_image_195p00000_90p00000.png001.png;quaternioncoord(-0.6671;0.0000;-0.0003;0.7450);1.7152
Stellarium_test_image_195p00000_m30p00000.png001.png;quaternioncoord(-0.2434;0.6216;0.6032;-0.4365);1.6480
Stellarium_test_image_195p00000_m60p00000.png001.png;quaternioncoord(0.1255;-0.6944;-0.6715;0.2260);1.0509
Stellarium_test_image_195p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7539;-0.6570;-0.0003);1.8929
Stellarium_test_image_210p00000_0p00000.png001.png;quaternioncoord(0.1529;-0.5227;-0.4743;0.6917);1.2599
Stellarium_test_image_210p00000_30p00000.png001.png;quaternioncoord(0.0158;-0.5537;-0.7305;0.3995);1.2609
Stellarium_test_image_210p00000_60p00000.png001.png;quaternioncoord(0.4184;0.2581;0.0199;-0.8706);1.7519
Stellarium_test_image_210p00000_90p00000.png001.png;quaternioncoord(-0.6672;-0.0000;-0.0003;0.7449);1.7005
Stellarium_test_image_210p00000_m30p00000.png001.png;quaternioncoord(0.1427;-0.5951;-0.6294;0.4789);1.5054
Stellarium_test_image_210p00000_m60p00000.png001.png;quaternioncoord(0.0714;-0.6708;-0.6952;0.2484);0.8381
Stellarium_test_image_210p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7538;-0.6571;-0.0003);1.8880
Stellarium_test_image_225p00000_0p00000.png001.png;quaternioncoord(-0.0282;0.4797;0.5198;-0.7063);1.3986
Stellarium_test_image_225p00000_30p00000.png001.png;quaternioncoord(-0.0973;-0.3912;-0.3119;0.8604);0.8407
Stellarium_test_image_225p00000_60p00000.png001.png;quaternioncoord(0.4121;0.2437;0.0878;-0.8735);0.7999
Stellarium_test_image_225p00000_90p00000.png001.png;quaternioncoord(-0.6672;-0.0000;-0.0003;0.7449);1.7283
Stellarium_test_image_225p00000_m30p00000.png001.png;quaternioncoord(0.0411;-0.5598;-0.6610;0.4980);0.8873
Stellarium_test_image_225p00000_m60p00000.png001.png;quaternioncoord(0.0140;-0.6448;-0.7193;0.2581);0.9732
Stellarium_test_image_225p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7537;-0.6572;-0.0003);1.8880
Stellarium_test_image_240p00000_0p00000.png001.png;quaternioncoord(0.0974;0.4346;0.5581;-0.7001);1.5442
Stellarium_test_image_240p00000_30p00000.png001.png;quaternioncoord(-0.1995;-0.3431;-0.3641;0.8426);1.8152
Stellarium_test_image_240p00000_60p00000.png001.png;quaternioncoord(0.4284;0.2155;0.1439;-0.8657);0.8592
Stellarium_test_image_240p00000_90p00000.png001.png;quaternioncoord(-0.6673;-0.0000;-0.0003;0.7448);1.7090
Stellarium_test_image_240p00000_m30p00000.png001.png;quaternioncoord(-0.0560;-0.5142;-0.6970;0.4966);0.8360
Stellarium_test_image_240p00000_m60p00000.png001.png;quaternioncoord(-0.0436;-0.6167;-0.7435;0.2548);0.9744
Stellarium_test_image_240p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7537;-0.6572;-0.0003);1.9303
Stellarium_test_image_255p00000_0p00000.png001.png;quaternioncoord(0.1944;0.3638;0.6066;-0.6796);1.6099
Stellarium_test_image_255p00000_30p00000.png001.png;quaternioncoord(0.2859;0.2817;0.4135;-0.8173);1.3906
Stellarium_test_image_255p00000_60p00000.png001.png;quaternioncoord(-0.4554;-0.1770;-0.1893;0.8517);1.6764
Stellarium_test_image_255p00000_90p00000.png001.png;quaternioncoord(-0.6674;-0.0000;-0.0003;0.7447);1.7170
Stellarium_test_image_255p00000_m30p00000.png001.png;quaternioncoord(-0.1451;-0.4573;-0.7356;0.4782);1.6126
Stellarium_test_image_255p00000_m60p00000.png001.png;quaternioncoord(0.0988;0.5872;0.7670;-0.2389);0.9134
Stellarium_test_image_270p00000_0p00000.png001.png;quaternioncoord(-0.2792;-0.2793;-0.6499;0.6494);1.4689
Stellarium_test_image_270p00000_30p00000.png001.png;quaternioncoord(0.3595;0.2076;0.4552;-0.7877);1.3698
Stellarium_test_image_270p00000_60p00000.png001.png;quaternioncoord(-0.4868;-0.1305;-0.2239;0.8342);1.0407
Stellarium_test_image_270p00000_90p00000.png001.png;quaternioncoord(-0.6674;0.0000;-0.0003;0.7447);1.7014
Stellarium_test_image_270p00000_m30p00000.png001.png;quaternioncoord(-0.2243;-0.3886;-0.7741;0.4465);1.0228
Stellarium_test_image_270p00000_m60p00000.png001.png;quaternioncoord(0.1495;0.5581;0.7885;-0.2109);0.9263
Stellarium_test_image_285p00000_0p00000.png001.png;quaternioncoord(0.3536;0.1831;0.6832;-0.6121);1.9332
Stellarium_test_image_285p00000_30p00000.png001.png;quaternioncoord(0.4213;0.1220;0.4852;-0.7564);1.3767
Stellarium_test_image_285p00000_60p00000.png001.png;quaternioncoord(-0.5189;-0.0779;-0.2472;0.8146);1.2290
Stellarium_test_image_285p00000_90p00000.png001.png;quaternioncoord(0.6675;0.0000;0.0003;-0.7446);1.7107
Stellarium_test_image_285p00000_m30p00000.png001.png;quaternioncoord(0.2920;0.3067;0.8101;-0.4055);1.9604
Stellarium_test_image_285p00000_m60p00000.png001.png;quaternioncoord(0.1937;0.5325;0.8060;-0.1713);1.5735
Stellarium_test_image_300p00000_0p00000.png001.png;quaternioncoord(-0.3980;-0.0527;-0.7054;0.5841);1.1356
Stellarium_test_image_300p00000_30p00000.png001.png;quaternioncoord(0.4718;0.0264;0.4996;-0.7260);1.4174
Stellarium_test_image_300p00000_60p00000.png001.png;quaternioncoord(-0.5499;-0.0213;-0.2583;0.7940);1.2743
Stellarium_test_image_300p00000_90p00000.png001.png;quaternioncoord(0.6676;0.0000;0.0003;-0.7445);1.7002
Stellarium_test_image_300p00000_m30p00000.png001.png;quaternioncoord(-0.3469;-0.2088;-0.8407;0.3597);1.2026
Stellarium_test_image_300p00000_m60p00000.png001.png;quaternioncoord(0.2292;0.5164;0.8164;-0.1199);1.6260
Stellarium_test_image_30p00000_0p00000.png001.png;quaternioncoord(-0.1060;-0.4276;-0.8382;0.3216);1.4429
Stellarium_test_image_30p00000_30p00000.png001.png;quaternioncoord(0.6303;-0.4789;0.1441;-0.5938);1.3076
Stellarium_test_image_30p00000_60p00000.png001.png;quaternioncoord(0.6988;-0.2483;0.0732;-0.6668);1.1883
Stellarium_test_image_30p00000_90p00000.png001.png;quaternioncoord(-0.6663;-0.0000;-0.0003;0.7457);1.7008
Stellarium_test_image_30p00000_m30p00000.png001.png;quaternioncoord(0.6248;-0.5729;-0.0692;-0.5259);1.9629
Stellarium_test_image_30p00000_m60p00000.png001.png;quaternioncoord(-0.0226;0.8756;0.4077;0.2581);1.0828
Stellarium_test_image_30p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7546;-0.6562;-0.0003);1.8762
Stellarium_test_image_315p00000_0p00000.png001.png;quaternioncoord(-0.4477;0.0701;-0.7039;0.5470);12.3059
Stellarium_test_image_315p00000_30p00000.png001.png;quaternioncoord(-0.5113;0.0765;-0.4944;0.6987);1.4086
Stellarium_test_image_315p00000_60p00000.png001.png;quaternioncoord(-0.5787;0.0369;-0.2565;0.7732);1.4285
Stellarium_test_image_315p00000_90p00000.png001.png;quaternioncoord(-0.6677;-0.0000;-0.0003;0.7445);1.6923
Stellarium_test_image_315p00000_m30p00000.png001.png;quaternioncoord(0.3867;0.0860;0.8619;-0.3165);1.9738
Stellarium_test_image_315p00000_m60p00000.png001.png;quaternioncoord(-0.2527;-0.5205;-0.8138;0.0553);1.6126
Stellarium_test_image_330p00000_0p00000.png001.png;quaternioncoord(-0.1448;-0.0542;0.7580;-0.6336);1.8130
Stellarium_test_image_330p00000_30p00000.png001.png;quaternioncoord(-0.5412;0.1817;-0.4662;0.6758);1.4794
Stellarium_test_image_330p00000_60p00000.png001.png;quaternioncoord(-0.6052;0.0936;-0.2417;0.7527);1.7553
Stellarium_test_image_330p00000_90p00000.png001.png;quaternioncoord(-0.6677;-0.0000;-0.0003;0.7444);1.7073
Stellarium_test_image_330p00000_m30p00000.png001.png;quaternioncoord(0.2733;0.8122;0.3079;-0.4134);1.6115
Stellarium_test_image_330p00000_m60p00000.png001.png;quaternioncoord(0.2575;0.5633;0.7847;0.0259);1.3239
Stellarium_test_image_345p00000_0p00000.png001.png;quaternioncoord(-0.0088;-0.7040;-0.6170;0.3518);1.1569
Stellarium_test_image_345p00000_30p00000.png001.png;quaternioncoord(-0.5642;0.2820;-0.4132;0.6568);1.7767
Stellarium_test_image_345p00000_60p00000.png001.png;quaternioncoord(0.6299;-0.1458;0.2142;-0.7322);1.8764
Stellarium_test_image_345p00000_90p00000.png001.png;quaternioncoord(-0.6678;-0.0000;-0.0003;0.7443);1.7039
Stellarium_test_image_345p00000_m30p00000.png001.png;quaternioncoord(-0.6798;0.1185;-0.3171;-0.6506);2.0120
Stellarium_test_image_345p00000_m60p00000.png001.png;quaternioncoord(-0.2278;-0.6630;-0.7024;-0.1232);1.3762
Stellarium_test_image_45p00000_0p00000.png001.png;quaternioncoord(-0.5193;0.7066;-0.0282;0.4799);1.8784
Stellarium_test_image_45p00000_30p00000.png001.png;quaternioncoord(0.6617;-0.4982;0.0424;-0.5587);0.9694
Stellarium_test_image_45p00000_60p00000.png001.png;quaternioncoord(0.7227;-0.2583;0.0159;-0.6408);1.1596
Stellarium_test_image_45p00000_90p00000.png001.png;quaternioncoord(-0.6664;-0.0000;-0.0003;0.7456);1.6790
Stellarium_test_image_45p00000_m30p00000.png001.png;quaternioncoord(-0.3114;0.8606;0.0972;0.3912);1.5238
Stellarium_test_image_45p00000_m60p00000.png001.png;quaternioncoord(0.0896;-0.8774;-0.4038;-0.2430);1.5678
Stellarium_test_image_45p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7545;-0.6563;-0.0003);1.8827
Stellarium_test_image_60p00000_0p00000.png001.png;quaternioncoord(0.5614;-0.7013;-0.0912;-0.4299);1.1499
Stellarium_test_image_60p00000_30p00000.png001.png;quaternioncoord(0.6975;-0.4970;-0.0549;-0.5132);1.7140
Stellarium_test_image_60p00000_60p00000.png001.png;quaternioncoord(0.7468;-0.2554;-0.0418;-0.6126);1.3585
Stellarium_test_image_60p00000_90p00000.png001.png;quaternioncoord(-0.6665;-0.0000;-0.0003;0.7455);1.6979
Stellarium_test_image_60p00000_m30p00000.png001.png;quaternioncoord(-0.3639;0.8430;0.1986;0.3428);1.3361
Stellarium_test_image_60p00000_m60p00000.png001.png;quaternioncoord(-0.1451;0.8692;0.4213;0.2145);1.4723
Stellarium_test_image_60p00000_m90p00000.png001.png;quaternioncoord(-0.0001;-0.7544;-0.6564;-0.0003);1.8802
Stellarium_test_image_75p00000_0p00000.png001.png;quaternioncoord(-0.6062;0.6799;0.1943;0.3640);1.1244
Stellarium_test_image_75p00000_30p00000.png001.png;quaternioncoord(-0.7359;0.4787;0.1443;0.4566);1.7029
Stellarium_test_image_75p00000_60p00000.png001.png;quaternioncoord(0.7702;-0.2398;-0.0972;-0.5830);1.3876
Stellarium_test_image_75p00000_90p00000.png001.png;quaternioncoord(0.6665;0.0000;0.0003;-0.7455);1.7181
